highest,monthYear,count,country
Environment,2013-11-01,3,EU
Environment,2013-12-01,0,EU
Environment,2014-01-01,0,EU
Environment,2014-02-01,0,EU
Environment,2014-03-01,0,EU
Environment,2014-04-01,0,EU
Environment,2014-05-01,0,EU
Environment,2014-06-01,0,EU
Environment,2014-07-01,0,EU
Environment,2014-08-01,1,EU
Environment,2014-09-01,0,EU
Environment,2014-10-01,0,EU
Environment,2014-11-01,0,EU
Environment,2014-12-01,0,EU
Environment,2015-01-01,0,EU
Environment,2015-02-01,0,EU
Environment,2015-03-01,2,EU
Environment,2015-04-01,1,EU
Environment,2015-05-01,0,EU
Environment,2015-06-01,0,EU
Environment,2015-07-01,0,EU
Environment,2015-08-01,1,EU
Environment,2015-09-01,0,EU
Environment,2011-05-01,12,FIN
Environment,2011-06-01,4,FIN
Environment,2011-07-01,4,FIN
Environment,2011-08-01,0,FIN
Environment,2011-09-01,2,FIN
Environment,2011-10-01,6,FIN
Environment,2011-11-01,0,FIN
Environment,2011-12-01,0,FIN
Environment,2012-01-01,0,FIN
Environment,2012-02-01,0,FIN
Environment,2012-03-01,0,FIN
Environment,2012-04-01,0,FIN
Environment,2012-05-01,14,FIN
Environment,2012-06-01,2,FIN
Environment,2012-07-01,0,FIN
Environment,2012-08-01,3,FIN
Environment,2012-09-01,5,FIN
Environment,2012-10-01,3,FIN
Environment,2012-11-01,2,FIN
Environment,2012-12-01,1,FIN
Environment,2013-01-01,3,FIN
Environment,2013-02-01,2,FIN
Environment,2013-03-01,5,FIN
Environment,2013-04-01,1,FIN
Environment,2013-05-01,69,FIN
Environment,2013-06-01,8,FIN
Environment,2013-07-01,4,FIN
Environment,2013-08-01,2,FIN
Environment,2013-09-01,2,FIN
Environment,2013-10-01,3,FIN
Environment,2013-11-01,4,FIN
Environment,2013-12-01,0,FIN
Environment,2014-01-01,4,FIN
Environment,2014-02-01,3,FIN
Environment,2014-03-01,5,FIN
Environment,2014-04-01,3,FIN
Environment,2014-05-01,14,FIN
Environment,2014-06-01,1,FIN
Environment,2014-07-01,5,FIN
Environment,2014-08-01,9,FIN
Environment,2014-09-01,3,FIN
Environment,2014-10-01,3,FIN
Environment,2014-11-01,2,FIN
Environment,2014-12-01,2,FIN
Environment,2015-01-01,1,FIN
Environment,2015-02-01,3,FIN
Environment,2015-03-01,7,FIN
Environment,2015-04-01,8,FIN
Environment,2015-05-01,2,FIN
Environment,2015-06-01,4,FIN
Environment,2015-07-01,1,FIN
Environment,2015-08-01,1,FIN
Environment,2015-09-01,0,FIN
Environment,2011-05-01,0,FJI
Environment,2011-06-01,0,FJI
Environment,2011-07-01,0,FJI
Environment,2011-08-01,1,FJI
Environment,2011-09-01,1,FJI
Environment,2011-10-01,0,FJI
Environment,2011-11-01,0,FJI
Environment,2011-12-01,0,FJI
Environment,2012-01-01,0,FJI
Environment,2012-02-01,0,FJI
Environment,2012-03-01,0,FJI
Environment,2012-04-01,0,FJI
Environment,2012-05-01,0,FJI
Environment,2012-06-01,0,FJI
Environment,2012-07-01,1,FJI
Environment,2012-08-01,1,FJI
Environment,2012-09-01,0,FJI
Environment,2012-10-01,0,FJI
Environment,2012-11-01,0,FJI
Environment,2012-12-01,0,FJI
Environment,2013-01-01,0,FJI
Environment,2013-02-01,0,FJI
Environment,2013-03-01,0,FJI
Environment,2013-04-01,0,FJI
Environment,2013-05-01,0,FJI
Environment,2013-06-01,0,FJI
Environment,2013-07-01,0,FJI
Environment,2013-08-01,0,FJI
Environment,2013-09-01,0,FJI
Environment,2013-10-01,0,FJI
Environment,2013-11-01,0,FJI
Environment,2013-12-01,0,FJI
Environment,2014-01-01,0,FJI
Environment,2014-02-01,0,FJI
Environment,2014-03-01,1,FJI
Environment,2014-04-01,0,FJI
Environment,2014-05-01,0,FJI
Environment,2014-06-01,1,FJI
Environment,2014-07-01,0,FJI
Environment,2014-08-01,0,FJI
Environment,2014-09-01,0,FJI
Environment,2014-10-01,0,FJI
Environment,2014-11-01,0,FJI
Environment,2014-12-01,0,FJI
Environment,2015-01-01,0,FJI
Environment,2015-02-01,0,FJI
Environment,2015-03-01,0,FJI
Environment,2015-04-01,0,FJI
Environment,2015-05-01,0,FJI
Environment,2015-06-01,0,FJI
Environment,2015-07-01,0,FJI
Environment,2015-08-01,0,FJI
Environment,2015-09-01,0,FJI
Environment,2011-05-01,160,FRA
Environment,2011-06-01,29,FRA
Environment,2011-07-01,7,FRA
Environment,2011-08-01,3,FRA
Environment,2011-09-01,7,FRA
Environment,2011-10-01,19,FRA
Environment,2011-11-01,22,FRA
Environment,2011-12-01,5,FRA
Environment,2012-01-01,14,FRA
Environment,2012-02-01,15,FRA
Environment,2012-03-01,20,FRA
Environment,2012-04-01,12,FRA
Environment,2012-05-01,502,FRA
Environment,2012-06-01,117,FRA
Environment,2012-07-01,48,FRA
Environment,2012-08-01,32,FRA
Environment,2012-09-01,78,FRA
Environment,2012-10-01,98,FRA
Environment,2012-11-01,96,FRA
Environment,2012-12-01,36,FRA
Environment,2013-01-01,36,FRA
Environment,2013-02-01,44,FRA
Environment,2013-03-01,79,FRA
Environment,2013-04-01,41,FRA
Environment,2013-05-01,182,FRA
Environment,2013-06-01,448,FRA
Environment,2013-07-01,23,FRA
Environment,2013-08-01,22,FRA
Environment,2013-09-01,53,FRA
Environment,2013-10-01,66,FRA
Environment,2013-11-01,128,FRA
Environment,2013-12-01,24,FRA
Environment,2014-01-01,67,FRA
Environment,2014-02-01,56,FRA
Environment,2014-03-01,138,FRA
Environment,2014-04-01,58,FRA
Environment,2014-05-01,87,FRA
Environment,2014-06-01,48,FRA
Environment,2014-07-01,69,FRA
Environment,2014-08-01,89,FRA
Environment,2014-09-01,65,FRA
Environment,2014-10-01,66,FRA
Environment,2014-11-01,54,FRA
Environment,2014-12-01,46,FRA
Environment,2015-01-01,56,FRA
Environment,2015-02-01,49,FRA
Environment,2015-03-01,34,FRA
Environment,2015-04-01,59,FRA
Environment,2015-05-01,43,FRA
Environment,2015-06-01,179,FRA
Environment,2015-07-01,47,FRA
Environment,2015-08-01,21,FRA
Environment,2015-09-01,10,FRA
Environment,2011-05-01,0,FRO
Environment,2011-06-01,0,FRO
Environment,2011-07-01,0,FRO
Environment,2011-08-01,0,FRO
Environment,2011-09-01,0,FRO
Environment,2011-10-01,0,FRO
Environment,2011-11-01,0,FRO
Environment,2011-12-01,0,FRO
Environment,2012-01-01,0,FRO
Environment,2012-02-01,0,FRO
Environment,2012-03-01,0,FRO
Environment,2012-04-01,0,FRO
Environment,2012-05-01,0,FRO
Environment,2012-06-01,0,FRO
Environment,2012-07-01,0,FRO
Environment,2012-08-01,0,FRO
Environment,2012-09-01,0,FRO
Environment,2012-10-01,0,FRO
Environment,2012-11-01,0,FRO
Environment,2012-12-01,0,FRO
Environment,2013-01-01,0,FRO
Environment,2013-02-01,0,FRO
Environment,2013-03-01,0,FRO
Environment,2013-04-01,1,FRO
Environment,2013-05-01,0,FRO
Environment,2013-06-01,0,FRO
Environment,2013-07-01,0,FRO
Environment,2013-08-01,0,FRO
Environment,2013-09-01,0,FRO
Environment,2013-10-01,0,FRO
Environment,2013-11-01,0,FRO
Environment,2013-12-01,0,FRO
Environment,2014-01-01,0,FRO
Environment,2014-02-01,0,FRO
Environment,2014-03-01,0,FRO
Environment,2014-04-01,0,FRO
Environment,2014-05-01,0,FRO
Environment,2014-06-01,0,FRO
Environment,2014-07-01,0,FRO
Environment,2014-08-01,0,FRO
Environment,2014-09-01,0,FRO
Environment,2014-10-01,0,FRO
Environment,2014-11-01,0,FRO
Environment,2014-12-01,0,FRO
Environment,2015-01-01,0,FRO
Environment,2015-02-01,0,FRO
Environment,2015-03-01,0,FRO
Environment,2015-04-01,0,FRO
Environment,2015-05-01,0,FRO
Environment,2015-06-01,0,FRO
Environment,2015-07-01,0,FRO
Environment,2015-08-01,0,FRO
Environment,2015-09-01,0,FRO
Environment,2011-05-01,0,FSM
Environment,2011-06-01,0,FSM
Environment,2011-07-01,0,FSM
Environment,2011-08-01,0,FSM
Environment,2011-09-01,0,FSM
Environment,2011-10-01,0,FSM
Environment,2011-11-01,0,FSM
Environment,2011-12-01,0,FSM
Environment,2012-01-01,0,FSM
Environment,2012-02-01,0,FSM
Environment,2012-03-01,0,FSM
Environment,2012-04-01,0,FSM
Environment,2012-05-01,0,FSM
Environment,2012-06-01,0,FSM
Environment,2012-07-01,0,FSM
Environment,2012-08-01,0,FSM
Environment,2012-09-01,0,FSM
Environment,2012-10-01,0,FSM
Environment,2012-11-01,0,FSM
Environment,2012-12-01,0,FSM
Environment,2013-01-01,0,FSM
Environment,2013-02-01,0,FSM
Environment,2013-03-01,0,FSM
Environment,2013-04-01,0,FSM
Environment,2013-05-01,0,FSM
Environment,2013-06-01,1,FSM
Environment,2013-07-01,0,FSM
Environment,2013-08-01,0,FSM
Environment,2013-09-01,0,FSM
Environment,2013-10-01,0,FSM
Environment,2013-11-01,0,FSM
Environment,2013-12-01,0,FSM
Environment,2014-01-01,0,FSM
Environment,2014-02-01,0,FSM
Environment,2014-03-01,0,FSM
Environment,2014-04-01,1,FSM
Environment,2014-05-01,0,FSM
Environment,2014-06-01,0,FSM
Environment,2014-07-01,0,FSM
Environment,2014-08-01,0,FSM
Environment,2014-09-01,0,FSM
Environment,2014-10-01,0,FSM
Environment,2014-11-01,0,FSM
Environment,2014-12-01,0,FSM
Environment,2015-01-01,0,FSM
Environment,2015-02-01,0,FSM
Environment,2015-03-01,0,FSM
Environment,2015-04-01,0,FSM
Environment,2015-05-01,0,FSM
Environment,2015-06-01,0,FSM
Environment,2015-07-01,0,FSM
Environment,2015-08-01,0,FSM
Environment,2015-09-01,0,FSM
Environment,2011-05-01,0,For
Environment,2011-06-01,0,For
Environment,2011-07-01,0,For
Environment,2011-08-01,0,For
Environment,2011-09-01,0,For
Environment,2011-10-01,0,For
Environment,2011-11-01,0,For
Environment,2011-12-01,0,For
Environment,2012-01-01,0,For
Environment,2012-02-01,0,For
Environment,2012-03-01,0,For
Environment,2012-04-01,0,For
Environment,2012-05-01,0,For
Environment,2012-06-01,0,For
Environment,2012-07-01,0,For
Environment,2012-08-01,0,For
Environment,2012-09-01,0,For
Environment,2012-10-01,0,For
Environment,2012-11-01,0,For
Environment,2012-12-01,0,For
Environment,2013-01-01,0,For
Environment,2013-02-01,0,For
Environment,2013-03-01,0,For
Environment,2013-04-01,0,For
Environment,2013-05-01,0,For
Environment,2013-06-01,0,For
Environment,2013-07-01,0,For
Environment,2013-08-01,0,For
Environment,2013-09-01,0,For
Environment,2013-10-01,0,For
Environment,2013-11-01,0,For
Environment,2013-12-01,0,For
Environment,2014-01-01,0,For
Environment,2014-02-01,0,For
Environment,2014-03-01,0,For
Environment,2014-04-01,0,For
Environment,2014-05-01,0,For
Environment,2014-06-01,0,For
Environment,2014-07-01,0,For
Environment,2014-08-01,0,For
Environment,2014-09-01,0,For
Environment,2014-10-01,0,For
Environment,2014-11-01,0,For
Environment,2014-12-01,0,For
Environment,2015-01-01,0,For
Environment,2015-02-01,0,For
Environment,2015-03-01,0,For
Environment,2015-04-01,0,For
Environment,2015-05-01,0,For
Environment,2015-06-01,0,For
Environment,2015-07-01,0,For
Environment,2015-08-01,0,For
Environment,2015-09-01,0,For
Environment,2011-05-01,0,GAB
Environment,2011-06-01,0,GAB
Environment,2011-07-01,0,GAB
Environment,2011-08-01,0,GAB
Environment,2011-09-01,0,GAB
Environment,2011-10-01,0,GAB
Environment,2011-11-01,0,GAB
Environment,2011-12-01,0,GAB
Environment,2012-01-01,0,GAB
Environment,2012-02-01,0,GAB
Environment,2012-03-01,0,GAB
Environment,2012-04-01,0,GAB
Environment,2012-05-01,0,GAB
Environment,2012-06-01,0,GAB
Environment,2012-07-01,0,GAB
Environment,2012-08-01,0,GAB
Environment,2012-09-01,0,GAB
Environment,2012-10-01,0,GAB
Environment,2012-11-01,0,GAB
Environment,2012-12-01,0,GAB
Environment,2013-01-01,0,GAB
Environment,2013-02-01,0,GAB
Environment,2013-03-01,0,GAB
Environment,2013-04-01,0,GAB
Environment,2013-05-01,0,GAB
Environment,2013-06-01,0,GAB
Environment,2013-07-01,0,GAB
Environment,2013-08-01,1,GAB
Environment,2013-09-01,0,GAB
Environment,2013-10-01,0,GAB
Environment,2013-11-01,0,GAB
Environment,2013-12-01,0,GAB
Environment,2014-01-01,0,GAB
Environment,2014-02-01,0,GAB
Environment,2014-03-01,0,GAB
Environment,2014-04-01,0,GAB
Environment,2014-05-01,0,GAB
Environment,2014-06-01,0,GAB
Environment,2014-07-01,0,GAB
Environment,2014-08-01,0,GAB
Environment,2014-09-01,0,GAB
Environment,2014-10-01,0,GAB
Environment,2014-11-01,0,GAB
Environment,2014-12-01,0,GAB
Environment,2015-01-01,0,GAB
Environment,2015-02-01,0,GAB
Environment,2015-03-01,0,GAB
Environment,2015-04-01,0,GAB
Environment,2015-05-01,0,GAB
Environment,2015-06-01,0,GAB
Environment,2015-07-01,0,GAB
Environment,2015-08-01,0,GAB
Environment,2015-09-01,0,GAB
Environment,2011-05-01,52,GBR
Environment,2011-06-01,8,GBR
Environment,2011-07-01,7,GBR
Environment,2011-08-01,0,GBR
Environment,2011-09-01,5,GBR
Environment,2011-10-01,7,GBR
Environment,2011-11-01,7,GBR
Environment,2011-12-01,4,GBR
Environment,2012-01-01,6,GBR
Environment,2012-02-01,2,GBR
Environment,2012-03-01,3,GBR
Environment,2012-04-01,2,GBR
Environment,2012-05-01,44,GBR
Environment,2012-06-01,28,GBR
Environment,2012-07-01,16,GBR
Environment,2012-08-01,22,GBR
Environment,2012-09-01,15,GBR
Environment,2012-10-01,19,GBR
Environment,2012-11-01,12,GBR
Environment,2012-12-01,17,GBR
Environment,2013-01-01,16,GBR
Environment,2013-02-01,15,GBR
Environment,2013-03-01,24,GBR
Environment,2013-04-01,23,GBR
Environment,2013-05-01,286,GBR
Environment,2013-06-01,64,GBR
Environment,2013-07-01,12,GBR
Environment,2013-08-01,15,GBR
Environment,2013-09-01,34,GBR
Environment,2013-10-01,21,GBR
Environment,2013-11-01,116,GBR
Environment,2013-12-01,9,GBR
Environment,2014-01-01,31,GBR
Environment,2014-02-01,15,GBR
Environment,2014-03-01,21,GBR
Environment,2014-04-01,17,GBR
Environment,2014-05-01,60,GBR
Environment,2014-06-01,18,GBR
Environment,2014-07-01,25,GBR
Environment,2014-08-01,100,GBR
Environment,2014-09-01,25,GBR
Environment,2014-10-01,28,GBR
Environment,2014-11-01,15,GBR
Environment,2014-12-01,13,GBR
Environment,2015-01-01,23,GBR
Environment,2015-02-01,14,GBR
Environment,2015-03-01,40,GBR
Environment,2015-04-01,19,GBR
Environment,2015-05-01,12,GBR
Environment,2015-06-01,31,GBR
Environment,2015-07-01,17,GBR
Environment,2015-08-01,9,GBR
Environment,2015-09-01,3,GBR
Environment,2011-05-01,0,GEO
Environment,2011-06-01,1,GEO
Environment,2011-07-01,0,GEO
Environment,2011-08-01,0,GEO
Environment,2011-09-01,0,GEO
Environment,2011-10-01,0,GEO
Environment,2011-11-01,0,GEO
Environment,2011-12-01,0,GEO
Environment,2012-01-01,0,GEO
Environment,2012-02-01,0,GEO
Environment,2012-03-01,0,GEO
Environment,2012-04-01,0,GEO
Environment,2012-05-01,2,GEO
Environment,2012-06-01,0,GEO
Environment,2012-07-01,1,GEO
Environment,2012-08-01,0,GEO
Environment,2012-09-01,1,GEO
Environment,2012-10-01,0,GEO
Environment,2012-11-01,0,GEO
Environment,2012-12-01,0,GEO
Environment,2013-01-01,0,GEO
Environment,2013-02-01,1,GEO
Environment,2013-03-01,1,GEO
Environment,2013-04-01,0,GEO
Environment,2013-05-01,5,GEO
Environment,2013-06-01,1,GEO
Environment,2013-07-01,0,GEO
Environment,2013-08-01,0,GEO
Environment,2013-09-01,0,GEO
Environment,2013-10-01,0,GEO
Environment,2013-11-01,0,GEO
Environment,2013-12-01,0,GEO
Environment,2014-01-01,0,GEO
Environment,2014-02-01,0,GEO
Environment,2014-03-01,0,GEO
Environment,2014-04-01,1,GEO
Environment,2014-05-01,0,GEO
Environment,2014-06-01,0,GEO
Environment,2014-07-01,0,GEO
Environment,2014-08-01,1,GEO
Environment,2014-09-01,0,GEO
Environment,2014-10-01,0,GEO
Environment,2014-11-01,0,GEO
Environment,2014-12-01,0,GEO
Environment,2015-01-01,0,GEO
Environment,2015-02-01,0,GEO
Environment,2015-03-01,1,GEO
Environment,2015-04-01,1,GEO
Environment,2015-05-01,0,GEO
Environment,2015-06-01,0,GEO
Environment,2015-07-01,0,GEO
Environment,2015-08-01,0,GEO
Environment,2015-09-01,0,GEO
Environment,2011-05-01,0,GGY
Environment,2011-06-01,0,GGY
Environment,2011-07-01,0,GGY
Environment,2011-08-01,0,GGY
Environment,2011-09-01,0,GGY
Environment,2011-10-01,0,GGY
Environment,2011-11-01,0,GGY
Environment,2011-12-01,0,GGY
Environment,2012-01-01,0,GGY
Environment,2012-02-01,0,GGY
Environment,2012-03-01,0,GGY
Environment,2012-04-01,0,GGY
Environment,2012-05-01,0,GGY
Environment,2012-06-01,0,GGY
Environment,2012-07-01,0,GGY
Environment,2012-08-01,0,GGY
Environment,2012-09-01,0,GGY
Environment,2012-10-01,0,GGY
Environment,2012-11-01,1,GGY
Environment,2012-12-01,0,GGY
Environment,2013-01-01,0,GGY
Environment,2013-02-01,0,GGY
Environment,2013-03-01,0,GGY
Environment,2013-04-01,0,GGY
Environment,2013-05-01,1,GGY
Environment,2013-06-01,0,GGY
Environment,2013-07-01,0,GGY
Environment,2013-08-01,0,GGY
Environment,2013-09-01,0,GGY
Environment,2013-10-01,0,GGY
Environment,2013-11-01,0,GGY
Environment,2013-12-01,0,GGY
Environment,2014-01-01,0,GGY
Environment,2014-02-01,0,GGY
Environment,2014-03-01,0,GGY
Environment,2014-04-01,0,GGY
Environment,2014-05-01,0,GGY
Environment,2014-06-01,0,GGY
Environment,2014-07-01,0,GGY
Environment,2014-08-01,0,GGY
Environment,2014-09-01,0,GGY
Environment,2014-10-01,0,GGY
Environment,2014-11-01,0,GGY
Environment,2014-12-01,0,GGY
Environment,2015-01-01,0,GGY
Environment,2015-02-01,0,GGY
Environment,2015-03-01,0,GGY
Environment,2015-04-01,1,GGY
Environment,2015-05-01,0,GGY
Environment,2015-06-01,0,GGY
Environment,2015-07-01,0,GGY
Environment,2015-08-01,0,GGY
Environment,2015-09-01,0,GGY
Environment,2011-05-01,0,GHA
Environment,2011-06-01,0,GHA
Environment,2011-07-01,0,GHA
Environment,2011-08-01,0,GHA
Environment,2011-09-01,0,GHA
Environment,2011-10-01,0,GHA
Environment,2011-11-01,0,GHA
Environment,2011-12-01,0,GHA
Environment,2012-01-01,0,GHA
Environment,2012-02-01,0,GHA
Environment,2012-03-01,0,GHA
Environment,2012-04-01,0,GHA
Environment,2012-05-01,0,GHA
Environment,2012-06-01,0,GHA
Environment,2012-07-01,0,GHA
Environment,2012-08-01,0,GHA
Environment,2012-09-01,0,GHA
Environment,2012-10-01,0,GHA
Environment,2012-11-01,0,GHA
Environment,2012-12-01,1,GHA
Environment,2013-01-01,0,GHA
Environment,2013-02-01,0,GHA
Environment,2013-03-01,0,GHA
Environment,2013-04-01,0,GHA
Environment,2013-05-01,0,GHA
Environment,2013-06-01,0,GHA
Environment,2013-07-01,0,GHA
Environment,2013-08-01,0,GHA
Environment,2013-09-01,0,GHA
Environment,2013-10-01,0,GHA
Environment,2013-11-01,1,GHA
Environment,2013-12-01,0,GHA
Environment,2014-01-01,0,GHA
Environment,2014-02-01,1,GHA
Environment,2014-03-01,0,GHA
Environment,2014-04-01,0,GHA
Environment,2014-05-01,1,GHA
Environment,2014-06-01,0,GHA
Environment,2014-07-01,0,GHA
Environment,2014-08-01,0,GHA
Environment,2014-09-01,0,GHA
Environment,2014-10-01,0,GHA
Environment,2014-11-01,0,GHA
Environment,2014-12-01,0,GHA
Environment,2015-01-01,0,GHA
Environment,2015-02-01,1,GHA
Environment,2015-03-01,0,GHA
Environment,2015-04-01,1,GHA
Environment,2015-05-01,0,GHA
Environment,2015-06-01,0,GHA
Environment,2015-07-01,1,GHA
Environment,2015-08-01,0,GHA
Environment,2015-09-01,0,GHA
Environment,2011-05-01,0,GIB
Environment,2011-06-01,0,GIB
Environment,2011-07-01,0,GIB
Environment,2011-08-01,0,GIB
Environment,2011-09-01,0,GIB
Environment,2011-10-01,0,GIB
Environment,2011-11-01,0,GIB
Environment,2011-12-01,0,GIB
Environment,2012-01-01,0,GIB
Environment,2012-02-01,0,GIB
Environment,2012-03-01,0,GIB
Environment,2012-04-01,0,GIB
Environment,2012-05-01,0,GIB
Environment,2012-06-01,0,GIB
Environment,2012-07-01,1,GIB
Environment,2012-08-01,0,GIB
Environment,2012-09-01,0,GIB
Environment,2012-10-01,0,GIB
Environment,2012-11-01,0,GIB
Environment,2012-12-01,0,GIB
Environment,2013-01-01,0,GIB
Environment,2013-02-01,0,GIB
Environment,2013-03-01,0,GIB
Environment,2013-04-01,0,GIB
Environment,2013-05-01,0,GIB
Environment,2013-06-01,0,GIB
Environment,2013-07-01,0,GIB
Environment,2013-08-01,0,GIB
Environment,2013-09-01,0,GIB
Environment,2013-10-01,0,GIB
Environment,2013-11-01,0,GIB
Environment,2013-12-01,0,GIB
Environment,2014-01-01,0,GIB
Environment,2014-02-01,0,GIB
Environment,2014-03-01,0,GIB
Environment,2014-04-01,0,GIB
Environment,2014-05-01,0,GIB
Environment,2014-06-01,0,GIB
Environment,2014-07-01,0,GIB
Environment,2014-08-01,0,GIB
Environment,2014-09-01,0,GIB
Environment,2014-10-01,0,GIB
Environment,2014-11-01,0,GIB
Environment,2014-12-01,0,GIB
Environment,2015-01-01,0,GIB
Environment,2015-02-01,0,GIB
Environment,2015-03-01,0,GIB
Environment,2015-04-01,0,GIB
Environment,2015-05-01,0,GIB
Environment,2015-06-01,0,GIB
Environment,2015-07-01,0,GIB
Environment,2015-08-01,0,GIB
Environment,2015-09-01,0,GIB
Environment,2011-05-01,0,GIN
Environment,2011-06-01,0,GIN
Environment,2011-07-01,0,GIN
Environment,2011-08-01,0,GIN
Environment,2011-09-01,0,GIN
Environment,2011-10-01,0,GIN
Environment,2011-11-01,0,GIN
Environment,2011-12-01,0,GIN
Environment,2012-01-01,0,GIN
Environment,2012-02-01,0,GIN
Environment,2012-03-01,0,GIN
Environment,2012-04-01,0,GIN
Environment,2012-05-01,0,GIN
Environment,2012-06-01,0,GIN
Environment,2012-07-01,0,GIN
Environment,2012-08-01,0,GIN
Environment,2012-09-01,0,GIN
Environment,2012-10-01,0,GIN
Environment,2012-11-01,0,GIN
Environment,2012-12-01,0,GIN
Environment,2013-01-01,0,GIN
Environment,2013-02-01,0,GIN
Environment,2013-03-01,0,GIN
Environment,2013-04-01,0,GIN
Environment,2013-05-01,0,GIN
Environment,2013-06-01,1,GIN
Environment,2013-07-01,0,GIN
Environment,2013-08-01,0,GIN
Environment,2013-09-01,0,GIN
Environment,2013-10-01,0,GIN
Environment,2013-11-01,0,GIN
Environment,2013-12-01,0,GIN
Environment,2014-01-01,0,GIN
Environment,2014-02-01,0,GIN
Environment,2014-03-01,0,GIN
Environment,2014-04-01,0,GIN
Environment,2014-05-01,0,GIN
Environment,2014-06-01,0,GIN
Environment,2014-07-01,0,GIN
Environment,2014-08-01,0,GIN
Environment,2014-09-01,0,GIN
Environment,2014-10-01,0,GIN
Environment,2014-11-01,0,GIN
Environment,2014-12-01,0,GIN
Environment,2015-01-01,0,GIN
Environment,2015-02-01,0,GIN
Environment,2015-03-01,0,GIN
Environment,2015-04-01,0,GIN
Environment,2015-05-01,0,GIN
Environment,2015-06-01,0,GIN
Environment,2015-07-01,0,GIN
Environment,2015-08-01,0,GIN
Environment,2015-09-01,0,GIN
Environment,2011-05-01,0,GMB
Environment,2011-06-01,0,GMB
Environment,2011-07-01,0,GMB
Environment,2011-08-01,0,GMB
Environment,2011-09-01,0,GMB
Environment,2011-10-01,0,GMB
Environment,2011-11-01,0,GMB
Environment,2011-12-01,0,GMB
